Date,(RF) Risk-Free Return Rate (One Month Treasury Bill Rate),(MKT) Market Return,(MKT-Rf) Excess Return on the Market ,(SMB) Small-Minus-Big Return,(HML) High-Minus-Low Return,(RMW) Robust Minus Weak Return,(CMA) Conservative Minus Aggressive Return,(MOM) Momentum,Amihud LIQ,Adjusted_CPU_Daily,Close,Daily Log Return
3/21/2023,0.00016,0.01506,0.0149,0.0047,0.0067,-0.0026,-0.0107,-0.0126,1.07E-15,12.50128376,4002.87,0.012898636
3/22/2023,0.00016,-0.01724,-0.0174,-0.0081,-0.0047,0.0079,0.002,0.0078,1.55E-15,12.50128376,3936.97,-0.016600212
3/23/2023,0.00016,0.00226,0.0021,-0.0044,-0.0154,0.0006,-0.0084,-0.004,2.68E-16,12.50128376,3948.72,0.002980084
3/24/2023,0.00016,0.00476,0.0046,0.0017,0.0072,0.0036,0.0038,0.0033,5.43E-16,12.50128376,3970.99,0.005623958
3/27/2023,0.00016,0.00286,0.0027,0.0051,0.0101,-0.0027,0.0036,0.0083,1.68E-16,12.50128376,3977.53,0.00164559
3/28/2023,0.00016,-0.00154,-0.0017,-0.0002,0.0075,0.0009,0.0054,0.0073,1.99E-16,12.50128376,3971.27,-0.001575081
3/29/2023,0.00016,0.01406,0.0139,-0.0035,-0.0053,-0.0089,-0.0052,-0.0109,1.55E-15,12.50128376,4027.81,0.014136861
3/30/2023,0.00016,0.00516,0.005,-0.0062,-0.0058,0.0021,-0.0011,-0.0039,6.58E-16,12.50128376,4050.83,0.005698994
3/31/2023,0.00016,0.01546,0.0153,0.0051,-0.0077,-0.0045,-0.0077,-0.0101,1.38E-15,12.50128376,4109.31,0.014333333
04/03/2023,0.00018,0.00298,0.0028,-0.0019,0.0078,0.0051,0.0071,0.0105,3.69E-16,11.90536399,4124.51,0.003692094
04/04/2023,0.00018,-0.00702,-0.0072,-0.0113,-0.0073,0,0,-0.0124,6.26E-16,11.90536399,4100.6,-0.00581392
04/05/2023,0.00018,-0.00382,-0.004,-0.0101,0.014,0.0079,0.0117,0.0082,2.62E-16,11.90536399,4090.38,-0.002495429
04/06/2023,0.00018,0.00358,0.0034,-0.0003,-0.0053,-0.0041,-0.0014,-0.0096,4.19E-16,11.90536399,4105.02,0.00357274
04/10/2023,0.00018,0.00218,0.002,0.0086,0.0028,-0.0006,-0.0011,0.0046,1.24E-16,11.90536399,4109.11,0.000995845
04/11/2023,0.00018,0.00078,0.0006,0.0071,0.0058,0.0006,0.0012,-0.0001,5.03E-18,11.90536399,4108.94,-4.14E-05
04/12/2023,0.00018,-0.00492,-0.0051,-0.0043,0.0037,0.0049,0.004,0.0131,4.50E-16,11.90536399,4091.95,-0.004143459
4/13/2023,0.00018,0.01408,0.0139,0.0016,-0.0117,-0.0021,-0.0068,-0.0114,1.45E-15,11.90536399,4146.22,0.013175447
4/14/2023,0.00018,-0.00212,-0.0023,-0.0076,0.002,0.0061,0.0011,0.0049,2.40E-16,11.90536399,4137.64,-0.002071499
4/17/2023,0.00018,0.00348,0.0033,0.007,-0.002,-0.013,-0.0026,-0.0033,3.73E-16,11.90536399,4151.32,0.003300779
4/18/2023,0.00018,0.00058,0.0004,-0.004,-0.0029,-0.0002,0.0018,0.0105,9.68E-17,11.90536399,4154.87,0.000854784
4/19/2023,0.00018,-0.00022,-0.0004,0.0026,0.0039,-0.0002,0.0012,-0.0018,9.35E-18,11.90536399,4154.52,-8.42E-05
4/20/2023,0.00018,-0.00592,-0.0061,0.0012,-0.0026,0.0072,0.0048,0.0167,5.89E-16,11.90536399,4129.79,-0.00597034
4/21/2023,0.00018,0.00098,0.0008,0.0009,-0.0091,-0.0061,-0.001,-0.0051,9.50E-17,11.90536399,4133.52,0.000902786
4/24/2023,0.00018,0.00018,0,-0.0027,0.0048,0.0065,0.0029,0.0047,9.69E-17,11.90536399,4137.04,0.000851212
4/25/2023,0.00018,-0.01742,-0.0176,-0.0083,0.0011,0.0044,0.0088,0.0108,1.52E-15,11.90536399,4071.63,-0.015937146
4/26/2023,0.00018,-0.00392,-0.0041,-0.0005,-0.0076,0.0004,-0.0033,-0.005,3.51E-16,11.90536399,4055.99,-0.00384861
4/27/2023,0.00018,0.01868,0.0185,-0.006,0,0.0046,-0.002,-0.0063,1.72E-15,11.90536399,4135.35,0.019377167
4/28/2023,0.00018,0.00788,0.0077,0.0022,0.0018,0.0011,0.0022,0.0005,7.21E-16,11.90536399,4169.48,0.00821936
05/01/2023,0.00016,-0.00004,-0.0002,0.0017,-0.0079,-0.0051,0.0018,0.0147,4.16E-17,10.36093388,4167.87,-0.000386214
05/02/2023,0.00016,-0.01264,-0.0128,-0.0073,-0.0139,0.0069,0.0004,0.0094,1.07E-15,10.36093388,4119.58,-0.011653898
05/03/2023,0.00016,-0.00544,-0.0056,0.0087,-0.0102,-0.009,-0.0043,-0.0021,6.66E-16,10.36093388,4090.75,-0.007022889
05/04/2023,0.00016,-0.00764,-0.0078,-0.0047,-0.01,-0.0055,-0.0027,0.0036,6.20E-16,10.36093388,4061.22,-0.007244906
05/05/2023,0.00016,0.01916,0.019,0.005,0.0061,0.0024,-0.0064,-0.0122,1.79E-15,10.36093388,4136.25,0.018306159
05/08/2023,0.00016,0.00096,0.0008,-0.0038,-0.0027,-0.0054,-0.0039,0.003,5.17E-17,10.36093388,4138.12,0.000451998
05/09/2023,0.00016,-0.00414,-0.0043,0.0011,-0.0005,-0.0037,-0.0039,0.0064,5.40E-16,10.36093388,4119.17,-0.004589892
05/10/2023,0.00016,0.00446,0.0043,0.002,-0.0131,-0.0007,-0.0078,0.0016,4.62E-16,10.36093388,4137.64,0.00447389
05/11/2023,0.00016,-0.00194,-0.0021,-0.0051,-0.0007,0.0086,0.0011,0.0016,1.83E-16,10.36093388,4130.62,-0.00169806
05/12/2023,0.00016,-0.00204,-0.0022,-0.0011,0.0035,0.004,0.0047,0.005,1.85E-16,10.36093388,4124.08,-0.001584552
5/15/2023,0.00016,0.00486,0.0047,0.0078,0.0001,-0.0074,-0.0046,-0.0097,3.48E-16,10.36093388,4136.28,0.002953869
5/16/2023,0.00016,-0.00704,-0.0072,-0.0045,-0.0047,0.0075,-0.001,0.007,7.06E-16,10.36093388,4109.9,-0.006398136
5/17/2023,0.00016,0.01336,0.0132,0.0085,0.0118,-0.0039,-0.0028,-0.0155,1.16E-15,10.36093388,4158.77,0.01182066
5/18/2023,0.00016,0.01006,0.0099,-0.0023,-0.0038,0.0015,-0.007,-0.003,9.27E-16,10.36093388,4198.05,0.009400774
5/19/2023,0.00016,-0.00244,-0.0026,-0.0039,-0.0031,-0.0002,0.0018,0.0053,1.47E-16,10.36093388,4191.98,-0.001446956
5/22/2023,0.00016,0.00186,0.0017,0.0111,-0.0022,-0.0124,-0.0091,-0.0199,1.66E-17,10.36093388,4192.63,0.000155046
5/23/2023,0.00016,-0.01074,-0.0109,0.0061,0.0105,0.0021,0.0018,-0.0099,1.12E-15,10.36093388,4145.58,-0.011285516
5/24/2023,0.00016,-0.00704,-0.0072,-0.0039,-0.0019,-0.0003,-0.0005,0.0093,7.77E-16,10.36093388,4115.24,-0.007345551
5/25/2023,0.00016,0.00656,0.0064,-0.0109,-0.0109,0.0134,-0.0123,0.0167,7.43E-16,10.36093388,4151.28,0.008719565
5/26/2023,0.00016,0.01336,0.0132,-0.0029,-0.0087,-0.0026,-0.0053,-0.0056,1.19E-15,10.36093388,4205.45,0.012964583
5/30/2023,0.00016,0.00006,-0.0001,-0.0025,-0.0041,-0.0036,-0.0097,-0.0058,1.54E-18,10.36093388,4205.52,1.66E-05
5/31/2023,0.00016,-0.00584,-0.006,-0.0025,-0.0113,-0.0095,0.0008,0.0022,3.33E-16,10.36093388,4179.83,-0.006127372
06/01/2023,0.00019,0.01039,0.0102,0.0005,-0.0007,-0.0012,-0.0038,0.0014,8.96E-16,10.38313476,4221.02,0.009806229
06/02/2023,0.00019,0.01639,0.0162,0.0174,0.0165,0.0042,0.0075,-0.0123,1.24E-15,10.38313476,4282.37,0.01442979
06/05/2023,0.00019,-0.00241,-0.0026,-0.0109,-0.0074,-0.006,-0.004,0.005,2.14E-16,10.38313476,4273.79,-0.002005573
06/06/2023,0.00019,0.00489,0.0047,0.0225,0.0132,-0.0018,-0.0041,-0.0166,2.44E-16,10.38313476,4283.85,0.002351117
06/07/2023,0.00019,-0.00341,-0.0036,0.0189,0.0225,0.0073,0.0128,-0.0146,3.29E-16,10.38313476,4267.52,-0.003819276
06/08/2023,0.00019,0.00609,0.0059,-0.0077,-0.0115,-0.0016,-0.0049,0.0042,6.46E-16,10.38313476,4293.93,0.006169535
06/09/2023,0.00019,0.00049,0.0003,-0.0079,-0.004,0.0006,-0.0023,0.0011,1.25E-16,10.38313476,4298.86,0.001147474
06/12/2023,0.00019,0.00959,0.0094,-0.0027,-0.0139,-0.0022,-0.0078,0.0003,8.72E-16,10.38313476,4338.93,0.009277903
6/13/2023,0.00019,0.00759,0.0074,0.0052,0.0007,-0.0055,-0.0051,-0.0104,6.22E-16,10.38313476,4369.01,0.006908665
6/14/2023,0.00019,-0.00021,-0.0004,-0.0106,-0.0092,0.0063,-0.0024,0.0111,7.12E-17,10.38313476,4372.59,0.000819072
6/15/2023,0.00019,0.01239,0.0122,-0.0036,0.0006,0.0022,-0.0009,-0.0052,1.06E-15,10.38313476,4425.84,0.01210458
6/16/2023,0.00019,-0.00431,-0.0045,-0.0051,0.0022,0.0016,0.0033,-0.0065,1.99E-16,10.38313476,4409.59,-0.003678376
6/20/2023,0.00019,-0.00471,-0.0049,0.0021,-0.0066,-0.0011,-0.0051,0.0063,4.44E-16,10.38313476,4388.71,-0.00474638
6/21/2023,0.00019,-0.00541,-0.0056,0.0029,0.0055,0.0059,0.0086,0.0122,5.14E-16,10.38313476,4365.69,-0.005259082
6/22/2023,0.00019,0.00339,0.0032,-0.0096,-0.0123,0.0025,-0.0052,0.0049,4.02E-16,10.38313476,4381.89,0.003703886
6/23/2023,0.00019,-0.00821,-0.0084,-0.006,0.0007,0.0027,0.0006,0.0016,5.77E-16,10.38313476,4348.33,-0.007688275
6/26/2023,0.00019,-0.00461,-0.0048,-0.0001,0.013,0.0063,0.0067,-0.0064,4.62E-16,10.38313476,4328.82,-0.004496876
6/27/2023,0.00019,0.01229,0.0121,0.0032,-0.0052,0.0025,-0.0072,-0.0015,1.14E-15,10.38313476,4378.41,0.011390657
6/28/2023,0.00019,0.00059,0.0004,0.0047,-0.0042,-0.0062,-0.0042,0.0022,3.54E-17,10.38313476,4376.86,-0.000354072
6/29/2023,0.00019,0.00459,0.0044,0.0075,0.0076,0.0057,0.0046,-0.0035,4.70E-16,10.38313476,4396.44,0.00446355
6/30/2023,0.00019,0.01159,0.0114,-0.0073,-0.0077,-0.001,-0.0029,0.0081,1.10E-15,10.38313476,4450.38,0.012194363
07/03/2023,0.00022,0.00172,0.0015,0.0027,0.0107,0.0016,0.0012,-0.0111,2.12E-16,11.58503293,4455.59,0.001170002
07/05/2023,0.00022,-0.00268,-0.0029,-0.0107,-0.0026,-0.0029,0,-0.0007,2.09E-16,11.58503293,4446.82,-0.001970254
07/06/2023,0.00022,-0.00928,-0.0095,-0.0059,-0.0068,0.0058,0.0006,0.0037,8.11E-16,11.58503293,4411.59,-0.007954065
07/07/2023,0.00022,-0.00098,-0.0012,0.013,0.0122,-0.0022,0.0019,-0.0068,3.09E-16,11.58503293,4398.95,-0.002869293
07/10/2023,0.00022,0.00392,0.0037,0.0124,0,-0.0101,0.0054,0.0053,2.51E-16,11.58503293,4409.53,0.002402232
07/11/2023,0.00022,0.00782,0.0076,0.0018,0.0049,-0.0022,0.003,-0.0079,7.11E-16,11.58503293,4439.26,0.006719588
07/12/2023,0.00022,0.00762,0.0074,0.0037,0.0044,-0.0031,-0.0044,0.001,7.09E-16,11.58503293,4472.16,0.007383818
7/13/2023,0.00022,0.00922,0.009,-0.0007,-0.001,-0.0017,-0.0067,0.0017,8.30E-16,11.58503293,4510.04,0.008434509
7/14/2023,0.00022,-0.00228,-0.0025,-0.007,-0.0151,0.0043,-0.0055,0.0076,9.56E-17,11.58503293,4505.42,-0.001024906
7/17/2023,0.00022,0.00512,0.0049,0.0064,-0.0027,-0.0039,-0.0006,0.0092,3.61E-16,11.58503293,4522.79,0.003847944
7/18/2023,0.00022,0.00802,0.0078,0.0044,0.0109,0.0063,-0.0044,-0.0047,6.13E-16,11.58503293,4554.98,0.00709208
7/19/2023,0.00022,0.00272,0.0025,0.0026,0.0132,0.0015,0.0019,-0.0187,1.99E-16,11.58503293,4565.72,0.002355083
7/20/2023,0.00022,-0.00788,-0.0081,-0.0035,0.0064,0.0044,0.0147,-0.001,5.76E-16,11.58503293,4534.87,-0.006779806
7/21/2023,0.00022,-0.00028,-0.0005,-0.0038,-0.0036,-0.0015,0.0011,-0.008,2.18E-17,11.58503293,4536.34,0.000324102
7/24/2023,0.00022,0.00332,0.0031,-0.0003,0.0077,0.0095,-0.0022,-0.0047,4.10E-16,11.58503293,4554.64,0.004025974
7/25/2023,0.00022,0.00272,0.0025,-0.0023,-0.0079,0.0049,-0.004,0.0091,2.67E-16,11.58503293,4567.46,0.002810758
7/26/2023,0.00022,0.00042,0.0002,0.0086,0.0103,-0.0036,0.0065,-0.0163,1.47E-17,11.58503293,4566.75,-0.00015546
7/27/2023,0.00022,-0.00728,-0.0075,-0.0081,0.0029,0.0039,0.0011,0.0097,5.30E-16,11.58503293,4537.41,-0.006445427
7/28/2023,0.00022,0.01162,0.0114,0.0043,-0.0035,-0.0075,-0.004,0.0054,9.08E-16,11.58503293,4582.23,0.009829415
7/31/2023,0.00022,0.00282,0.0026,0.0099,-0.0008,-0.0096,0.0007,-0.0003,1.32E-16,11.58503293,4588.96,0.00146764
08/01/2023,0.0002,-0.0033,-0.0035,-0.0011,0.003,0.0019,-0.0028,0.0059,2.67E-16,6.670345691,4576.73,-0.00266865
08/02/2023,0.0002,-0.0147,-0.0149,-0.0005,0.006,0.0068,0.0069,-0.0031,1.25E-15,6.670345691,4513.39,-0.013936235
08/03/2023,0.0002,-0.0017,-0.0019,0.0002,0.0008,0.0031,-0.0035,0.0017,2.40E-16,6.670345691,4501.89,-0.002551226
08/04/2023,0.0002,-0.0047,-0.0049,0.0008,0.0076,-0.0017,-0.0066,-0.0043,4.92E-16,6.670345691,4478.03,-0.005314091
08/07/2023,0.0002,0.0079,0.0077,-0.0109,0.0059,0.0065,-0.001,0.0037,9.69E-16,6.670345691,4518.44,0.008983584
08/08/2023,0.0002,-0.0045,-0.0047,0.001,0.0014,0.0047,0.0003,0.0035,4.33E-16,6.670345691,4499.38,-0.004227192
08/09/2023,0.0002,-0.0076,-0.0078,-0.0001,-0.0006,0.0087,0.0002,-0.0032,7.68E-16,6.670345691,4467.71,-0.007063636
08/10/2023,0.0002,0.0003,0.0001,-0.0046,-0.0066,-0.0002,-0.0005,-0.0029,2.65E-17,6.670345691,4468.83,0.000250656
08/11/2023,0.0002,-0.0009,-0.0011,0.0024,0.0046,-0.002,0.0039,-0.0028,1.30E-16,6.670345691,4464.05,-0.001070204
8/14/2023,0.0002,0.0053,0.0051,-0.0084,-0.008,0.001,-0.0065,0.0115,6.52E-16,6.670345691,4489.72,0.005733913
8/15/2023,0.0002,-0.0116,-0.0118,0,-0.0104,0.002,0.0004,0.0099,1.32E-15,6.670345691,4437.86,-0.011618061
8/16/2023,0.0002,-0.0079,-0.0081,-0.0048,-0.0013,0.0038,0.0002,-0.002,8.58E-16,6.670345691,4404.33,-0.00758413
8/17/2023,0.0002,-0.0085,-0.0087,-0.0017,0.0049,0.0048,0.0016,-0.0111,7.97E-16,6.670345691,4370.36,-0.007742762
8/18/2023,0.0002,0.0006,0.0004,0.0041,-0.0022,0.0007,-0.0011,0.0048,1.58E-17,6.670345691,4369.71,-0.00014874
8/21/2023,0.0002,0.0066,0.0064,-0.0087,-0.006,0.0019,-0.0088,0.0047,7.57E-16,6.670345691,4399.77,0.006855621
8/22/2023,0.0002,-0.003,-0.0032,-0.0002,-0.0104,-0.0033,-0.0021,0.0046,3.33E-16,6.670345691,4387.55,-0.002781282
8/23/2023,0.0002,0.011,0.0108,-0.0022,-0.0011,-0.0038,-0.0025,0.0072,1.22E-15,6.670345691,4436.01,0.010984339
8/24/2023,0.0002,-0.0141,-0.0143,0.0001,0.0062,0.0051,0.004,-0.0031,1.49E-15,6.670345691,4376.31,-0.01354942
8/25/2023,0.0002,0.0067,0.0065,-0.0023,-0.0057,-0.0035,-0.0017,-0.0046,8.03E-16,6.670345691,4405.71,0.006695523
8/28/2023,0.0002,0.0065,0.0063,0.0009,0.0041,0.0026,0.0003,0.0008,8.63E-16,6.670345691,4433.31,0.006245057
8/29/2023,0.0002,0.0152,0.015,-0.0008,-0.0011,-0.0004,-0.0044,0.0008,1.70E-15,6.670345691,4497.63,0.014404108
8/30/2023,0.0002,0.0043,0.0041,0.0009,-0.0046,-0.0042,-0.0003,0.0035,4.74E-16,6.670345691,4514.87,0.003825802
8/31/2023,0.0002,-0.0006,-0.0008,-0.0019,0.0022,0.0007,-0.0026,0.0023,1.53E-16,6.670345691,4507.66,-0.001598222
09/01/2023,0.00021,0.00281,0.0026,0.0084,0.0058,-0.0003,-0.002,0.0032,2.07E-16,10.67996418,4515.77,0.001797543
09/05/2023,0.00021,-0.00519,-0.0054,-0.0158,-0.0086,-0.003,-0.0047,-0.0037,4.40E-16,10.67996418,4496.83,-0.004203011
09/06/2023,0.00021,-0.00689,-0.0071,0.0001,-0.0018,-0.0045,0.001,0.0073,7.34E-16,10.67996418,4465.48,-0.006995993
09/07/2023,0.00021,-0.00379,-0.004,-0.0069,0.0003,-0.002,0.0002,0.0012,2.96E-16,10.67996418,4451.14,-0.003216468
09/08/2023,0.00021,0.00141,0.0012,-0.0051,0.004,0.0028,0.0001,0.0007,1.54E-16,10.67996418,4457.49,0.001425584
09/11/2023,0.00021,0.00681,0.0066,-0.0047,-0.0054,-0.0049,-0.0033,-0.0048,6.90E-16,10.67996418,4487.46,0.006701013
09/12/2023,0.00021,-0.00569,-0.0059,0.0021,0.0099,0.0025,0.0023,-0.0066,5.85E-16,10.67996418,4461.9,-0.005712156
9/13/2023,0.00021,0.00051,0.0003,-0.0087,-0.0022,0.0025,-0.0036,0.0017,1.23E-16,10.67996418,4467.44,0.001240853
9/14/2023,0.00021,0.00861,0.0084,0.0049,0.0086,0.0082,0.0002,-0.0041,8.20E-16,10.67996418,4505.1,0.008394551
9/15/2023,0.00021,-0.01189,-0.0121,0.0021,0.0025,-0.0033,0.005,-0.0062,6.48E-16,10.67996418,4450.32,-0.012234085
9/18/2023,0.00021,-0.00019,-0.0004,-0.0082,-0.0019,0.002,-0.0005,0.0123,8.41E-17,10.67996418,4453.53,0.000721036
9/19/2023,0.00021,-0.00249,-0.0027,-0.0011,0,0.0032,0.0031,-0.0006,2.41E-16,10.67996418,4443.95,-0.00215342
9/20/2023,0.00021,-0.00929,-0.0095,-0.0005,0.0026,0.0027,0.0049,-0.0043,1.08E-15,10.67996418,4402.2,-0.009439205
9/21/2023,0.00021,-0.01669,-0.0169,0.0034,0.0038,0.0056,0.0013,0.0004,1.67E-15,10.67996418,4330,-0.016536874
9/22/2023,0.00021,-0.00229,-0.0025,-0.0009,-0.0051,0.0018,-0.0019,0.0067,2.50E-16,10.67996418,4320.06,-0.002298251
9/25/2023,0.00021,0.00411,0.0039,-0.0006,0.0033,0.0058,-0.0046,0.0013,4.98E-16,10.67996418,4337.44,0.004015021
9/26/2023,0.00021,-0.01439,-0.0146,0.0036,-0.0051,-0.0034,-0.0007,0.0039,1.63E-15,10.67996418,4273.53,-0.014844129
9/27/2023,0.00021,0.00151,0.0013,0.0078,0.001,0.0019,-0.0028,0.0116,2.33E-17,10.67996418,4274.51,0.000229292
9/28/2023,0.00021,0.00671,0.0065,0.0019,0.0004,0.0043,-0.0003,0.0027,6.10E-16,10.67996418,4299.7,0.005875777
9/29/2023,0.00021,-0.00249,-0.0027,-0.0002,0.0031,-0.0019,-0.0015,-0.0092,2.63E-16,10.67996418,4288.05,-0.002713169
10/02/2023,0.00021,-0.00119,-0.0014,-0.0128,-0.0105,0.0087,-0.0052,0.0132,7.79E-18,6.84574375,4288.39,7.93E-05
10/03/2023,0.00021,-0.01479,-0.015,-0.0026,-0.0015,0.003,0.0014,-0.0077,1.35E-15,6.84574375,4229.45,-0.01383941
10/04/2023,0.00021,0.00791,0.0077,-0.0053,-0.0037,-0.0039,-0.0033,0.0093,8.15E-16,6.84574375,4263.75,0.008077094
10/05/2023,0.00021,-0.00129,-0.0015,0.0028,0.0009,-0.0046,-0.0012,-0.0016,1.38E-16,6.84574375,4258.19,-0.001304867
10/06/2023,0.00021,0.01231,0.0121,-0.0044,-0.0055,-0.0031,-0.0052,0.0068,1.09E-15,6.84574375,4308.5,0.011745628
10/09/2023,0.00021,0.00611,0.0059,-0.0016,0.0026,0.0082,-0.0037,0.0014,7.29E-16,6.84574375,4335.66,0.006284032
10/10/2023,0.00021,0.00631,0.0061,0.0033,0.0062,-0.0024,0.0019,-0.0059,5.50E-16,6.84574375,4358.24,0.005194458
10/11/2023,0.00021,0.00341,0.0032,-0.0065,0.0038,0.0064,-0.0025,0.0057,4.61E-16,6.84574375,4376.95,0.004283829
10/12/2023,0.00021,-0.00789,-0.0081,-0.015,0.0011,0.0119,-0.0022,0.0027,6.14E-16,6.84574375,4349.61,-0.006265949
10/13/2023,0.00021,-0.00569,-0.0059,-0.0035,0.0005,0.0008,0.0046,-0.0078,5.05E-16,6.84574375,4327.78,-0.005031477
10/16/2023,0.00021,0.01161,0.0114,0.0058,-0.001,-0.0036,-0.0002,-0.0027,1.13E-15,6.84574375,4373.63,0.010538619
10/17/2023,0.00021,0.00111,0.0009,0.0105,0.0068,-0.001,0.0032,-0.0058,9.54E-18,6.84574375,4373.2,-9.83E-05
10/18/2023,0.00021,-0.01449,-0.0147,-0.0061,-0.0017,0.0087,0.0046,0.0022,1.30E-15,6.84574375,4314.6,-0.013490386
10/19/2023,0.00021,-0.00899,-0.0092,-0.0054,-0.0022,-0.0005,0.0001,-0.0008,7.51E-16,6.84574375,4278,-0.00851901
10/20/2023,0.00021,-0.01299,-0.0132,0.0009,-0.0015,0.002,0.0036,0.004,1.10E-15,6.84574375,4224.16,-0.012665186
10/23/2023,0.00021,-0.00209,-0.0023,-0.0058,-0.0077,0.0018,-0.0043,0.0086,1.63E-16,6.84574375,4217.04,-0.001686964
10/24/2023,0.00021,0.00731,0.0071,0.0009,-0.0058,-0.0091,0.0015,0.0059,6.83E-16,6.84574375,4247.68,0.007239491
10/25/2023,0.00021,-0.01559,-0.0158,-0.0002,0.0085,0.0148,0.0021,-0.0073,1.29E-15,6.84574375,4186.77,-0.014443398
10/26/2023,0.00021,-0.01129,-0.0115,0.0118,0.0168,-0.0076,0.0047,-0.014,9.57E-16,6.84574375,4137.23,-0.011903072
10/27/2023,0.00021,-0.00509,-0.0053,-0.0058,-0.0058,0.0043,-0.0096,0.015,4.16E-16,6.84574375,4117.37,-0.004811872
10/30/2023,0.00021,0.01171,0.0115,-0.0033,0.0028,-0.0015,0.0017,0.0013,1.10E-15,6.84574375,4166.82,0.011938545
10/31/2023,0.00021,0.00651,0.0063,0.0005,-0.0007,-0.0085,0.0006,-0.0059,5.68E-16,6.84574375,4193.8,0.006454089
11/01/2023,0.00021,0.00951,0.0093,-0.0068,-0.0002,0.0012,-0.0071,0.0177,8.76E-16,11.87084554,4237.86,0.010451181
11/02/2023,0.00021,0.01971,0.0195,0.0071,0.0164,-0.0023,0.0053,-0.0123,1.53E-15,11.87084554,4317.78,0.018682956
11/03/2023,0.00021,0.01121,0.011,0.0173,0.006,-0.0119,0.0018,-0.0102,7.99E-16,11.87084554,4358.34,0.00934987
11/06/2023,0.00021,0.00031,0.0001,-0.0122,-0.0066,0.0087,-0.002,0.0105,1.84E-16,11.87084554,4365.98,0.001751426
11/07/2023,0.00021,0.00371,0.0035,-0.0041,-0.012,-0.0126,-0.0005,0.0078,2.84E-16,11.87084554,4378.38,0.002836116
11/08/2023,0.00021,-0.00019,-0.0004,-0.0101,-0.0046,0.0045,0.0004,0.0108,1.00E-16,11.87084554,4382.78,0.001004433
11/09/2023,0.00021,-0.00869,-0.0089,-0.0101,0.005,0.0053,-0.003,0.0101,7.91E-16,11.87084554,4347.35,-0.008116762
11/10/2023,0.00021,0.01511,0.0149,-0.0061,-0.0045,0.0074,-0.0037,0.0123,1.56E-15,11.87084554,4415.24,0.015495729
11/13/2023,0.00021,-0.00029,-0.0005,0.0006,-0.0026,-0.0029,-0.0017,0.0022,9.52E-17,11.87084554,4411.55,-0.000836091
11/14/2023,0.00021,0.02201,0.0218,0.0323,0.0119,-0.0098,-0.0024,-0.0203,1.57E-15,11.87084554,4495.7,0.018895283
11/15/2023,0.00021,0.00201,0.0018,0.0013,0.005,-0.0013,0.005,-0.0163,1.38E-16,11.87084554,4502.88,0.001595808
11/16/2023,0.00021,-0.00089,-0.0011,-0.015,-0.003,-0.0045,-0.0037,0.009,1.05E-16,11.87084554,4508.24,0.001189641
11/17/2023,0.00021,0.00271,0.0025,0.0122,0.0062,0.0003,0.0036,-0.0053,1.25E-16,11.87084554,4514.02,0.001281276
11/20/2023,0.00021,0.00751,0.0073,-0.0011,-0.0028,-0.003,-0.0031,0.0055,7.42E-16,11.87084554,4547.38,0.007363134
11/21/2023,0.00021,-0.00299,-0.0032,-0.0096,-0.0062,0.0042,-0.0003,0.0076,2.16E-16,11.87084554,4538.19,-0.002022989
11/22/2023,0.00021,0.00441,0.0042,0.0019,-0.0004,-0.0038,0.0001,-0.0024,4.71E-16,11.87084554,4556.62,0.004052866
11/24/2023,0.00021,0.00131,0.0011,0.0063,0.0018,-0.0051,0.0023,-0.0031,1.47E-16,11.87084554,4559.34,0.000596756
11/27/2023,0.00021,-0.00209,-0.0023,-0.0014,-0.0008,0.0013,-0.0025,0.0078,2.12E-16,11.87084554,4550.43,-0.001956142
11/28/2023,0.00021,0.00081,0.0006,-0.003,0.0005,-0.0016,0.0003,-0.0058,1.03E-16,11.87084554,4554.89,0.000979647
11/29/2023,0.00021,0.00031,0.0001,0.0058,0.0069,-0.0076,-0.0006,-0.0096,8.54E-17,11.87084554,4550.58,-0.000946684
11/30/2023,0.00021,0.00371,0.0035,-0.004,0.0001,-0.0011,0.0018,0.0017,2.33E-16,11.87084554,4567.8,0.003776991
12/01/2023,0.00021,0.00841,0.0082,0.0223,0.0107,-0.0037,0.0057,-0.016,5.01E-16,12.0059869,4594.63,0.005856542
12/04/2023,0.00021,-0.00419,-0.0044,0.0151,0.005,-0.0044,0.0077,-0.0071,4.77E-16,12.0059869,4569.78,-0.005423167
12/05/2023,0.00021,-0.00189,-0.0021,-0.0105,-0.0085,0.0018,-0.0041,0.0124,5.33E-17,12.0059869,4567.18,-0.000569117
12/06/2023,0.00021,-0.00369,-0.0039,0.0036,0.0033,-0.0022,0.0027,-0.0138,3.58E-16,12.0059869,4549.34,-0.003913779
12/07/2023,0.00021,0.00831,0.0081,0.0009,0.0049,0.0008,-0.0019,-0.0009,7.01E-16,12.0059869,4585.59,0.00793661
12/08/2023,0.00021,0.00471,0.0045,0.0016,0.0053,-0.0013,-0.0008,0.0062,3.80E-16,12.0059869,4604.37,0.004087075
12/11/2023,0.00021,0.00371,0.0035,-0.0044,-0.0012,0.0002,0.0064,-0.001,3.48E-16,12.0059869,4622.44,0.003916852
12/12/2023,0.00021,0.00361,0.0034,-0.0064,-0.0089,-0.0037,-0.0022,0.0059,4.18E-16,12.0059869,4643.7,0.004588758
12/13/2023,0.00021,0.01571,0.0155,0.0192,0.0135,-0.0099,0.0017,-0.0206,9.55E-16,12.0059869,4707.09,0.01355842
